time_period,cell_id,pe_id,load
0,5,225,1.201177960251592
0,5,226,1.2013481422353718
0,5,227,1.2013176891547075
0,5,228,1.2034230353863231
0,5,229,1.1999697723345564
0,5,230,1.2016854848941143
0,5,231,1.2014241849857086
0,5,232,1.2024905495485119
0,5,233,1.2021134177088273
0,5,234,1.203298042430515
0,5,235,1.2012986219407313
0,5,236,1.2023321744691662
0,5,237,1.203018649330454
0,5,238,1.2021674280072592
0,5,239,1.202460251481545
0,5,240,1.2023679993552778
0,5,241,1.2011901489073091
0,5,242,1.2010405750425581
0,5,243,1.2007122629343794
0,5,244,1.2033222616135666
0,5,245,1.2003799150287657
0,5,246,1.2023681958214023
0,5,247,1.2029750470205511
0,5,248,1.200781850329312
0,5,249,1.201051227982218
0,5,250,1.2039376153833443
0,5,251,1.2033293462870451
0,5,252,1.201339883370756
0,5,253,1.2021112680902182
0,5,254,1.2022238619284509
0,5,255,1.203604483777507
0,5,256,1.2006138613415267
0,5,257,1.2024257962748852
0,5,258,1.200640026769084
0,5,259,1.2014838603401696
0,5,260,1.2028283133882587
0,5,261,1.2010213833551122
0,5,262,1.202289271742884
0,5,263,1.202082475423637
0,5,264,1.2015989521533128
0,5,265,1.2038341813818838
0,5,266,1.2019041417294942
0,5,267,1.2019714460932212
0,5,268,1.2016822411133952
0,5,269,1.202072107581724
1,5,225,1.20343247706263
1,5,226,1.2043015822152887
1,5,227,1.203482945284396
1,5,228,1.205858348092458
1,5,229,1.2024645694498266
1,5,230,1.2033416353721473
1,5,231,1.2042528069870768
1,5,232,1.2053149729432469
1,5,233,1.2053522456159589
1,5,234,1.2040755999255353
1,5,235,1.203838553768287
1,5,236,1.203324331119099
1,5,237,1.2035114235094384
1,5,238,1.2042123549764514
1,5,239,1.203650383620183
1,5,240,1.2042118754948932
1,5,241,1.2013730954063013
1,5,242,1.2023663995174432
1,5,243,1.203079784062747
1,5,244,1.206147055990286
1,5,245,1.2022828830216306
1,5,246,1.2056108320982433
1,5,247,1.2045236314992018
1,5,248,1.202815632164413
1,5,249,1.202653895086472
1,5,250,1.2052525398113676
1,5,251,1.2051979135475757
1,5,252,1.2049943458133787
1,5,253,1.2033932696327176
