time_period,cell_id,pe_id,load
0,2,90,1.201058126707727
0,2,91,1.201495429015414
0,2,92,1.2037383328493432
0,2,93,1.2009235082380953
0,2,94,1.2013909359422659
0,2,95,1.2028205505099712
0,2,96,1.2020017058508514
0,2,97,1.2030921582328267
0,2,98,1.2054156825303608
0,2,99,1.202265678392784
0,2,100,1.2021445746684627
0,2,101,1.2016530851828449
0,2,102,1.2016827490954365
0,2,103,1.202091213109543
0,2,104,1.2043532400229968
0,2,105,1.2021402716074454
0,2,106,1.203298634455769
0,2,107,1.2037082373305612
0,2,108,1.2040189323094803
0,2,109,1.2045965623292891
0,2,110,1.2004327886443236
0,2,111,1.2012326599977348
0,2,112,1.201607696034851
0,2,113,1.1994453187578378
0,2,114,1.2030507808536743
0,2,115,1.203024805769304
0,2,116,1.203915598138855
0,2,117,1.2013626652902512
0,2,118,1.2039736714441427
0,2,119,1.2008527587659013
0,2,120,1.2021526795400572
0,2,121,1.2023297470836694
0,2,122,1.2011961143660905
0,2,123,1.2023523890575647
0,2,124,1.199645479044891
0,2,125,1.2021430007022913
0,2,126,1.2033929958033152
0,2,127,1.2013999451278576
0,2,128,1.202612796250821
0,2,129,1.2027548166116142
0,2,130,1.2033581893113354
0,2,131,1.2030505033938081
0,2,132,1.201295149111577
0,2,133,1.2013669247415806
0,2,134,1.2000949169064152
1,2,90,1.1997217985617772
1,2,91,1.202569200606008
1,2,92,1.2051584340103187
1,2,93,1.201881352442421
1,2,94,1.2037238849539735
1,2,95,1.2027819610549169
1,2,96,1.2067719950078837
1,2,97,1.2036250940833746
1,2,98,1.2069104544319684
1,2,99,1.2053688593420329
1,2,100,1.203390151648768
1,2,101,1.2032942209568847
1,2,102,1.2035352108377058
1,2,103,1.2061044909579102
1,2,104,1.207865287141732
1,2,105,1.2044097451333482
1,2,106,1.2052815751538968
1,2,107,1.207290840286394
1,2,108,1.2079375131803278
1,2,109,1.2067204255585577
1,2,110,1.204011737972493
1,2,111,1.2045687850551938
1,2,112,1.2026028472011205
1,2,113,1.2025336874031332
1,2,114,1.2052200709670007
1,2,115,1.2037815011826796
1,2,116,1.2060811264868216
1,2,117,1.2040177977148658
1,2,118,1.2054725970710745
1,2,119,1.20361011406977
1,2,120,1.204615823846822
1,2,121,1.203970690890756
1,2,122,1.202923153443669
1,2,123,1.2034818759696713
1,2,124,1.2023793929836513
1,2,125,1.2049189420785469
1,2,126,1.2049344329149119
1,2,127,1.2040079448621606
1,2,128,1.2054382180668302
1,2,129,1.2072050096819102
1,2,130,1.2066388535128778
1,2,131,1.2050830304061
1,2,132,1.2039379001176864
1,2,133,1.2033172761644149
1,2,134,1.2014370143723723
