time_period,total_load,cell_barring,cell_radius,pes_num
177,47.57796344643717,1,400,45
178,47.621346929937225,1,390,45
179,47.64623339825237,1,380,45
180,47.67309840250069,1,370,45
181,47.744999871941616,1,360,45
182,47.76635477890538,1,350,45
183,47.79829951754373,1,340,45
184,47.8369890320478,1,330,45
185,47.87445132444682,1,320,45
186,47.88131983771367,1,310,45
187,47.875405756465554,1,300,45
188,47.91734705778903,1,290,45
189,47.92132488585096,1,280,45
190,47.940550453954394,1,270,45
191,47.95604461228732,1,260,45
192,47.97687042383997,1,250,45
193,48.00108366515723,1,240,45
194,48.04057165007007,1,230,45
195,48.0679691066049,1,220,45
196,46.20158263445632,1,210,44
197,42.09152384502288,0,210,42
198,42.10148874659459,0,220,42
199,42.14123018795252,0,230,42
200,42.16587715907215,0,240,42
201,42.197572407420175,0,250,42
202,42.21201232623172,0,260,42
203,42.23191366314211,0,270,42
204,42.24145584595903,0,280,42
205,42.26517206917531,0,290,42
206,42.301234740694504,0,300,42
207,42.303682078405394,0,310,42
208,42.29594594492006,0,320,42
209,42.31143578484584,0,330,42
210,42.33487719805295,0,340,42
211,42.35360540135855,0,350,42
212,42.37630831175946,0,360,42
213,42.380372785255766,0,370,42
214,42.38196060751159,0,380,42
215,42.38568512087114,0,390,42
216,42.40316327812389,0,400,42
217,42.46312687290948,0,410,42
218,42.47957723657772,0,420,42
219,42.55743825746054,0,430,42
220,42.594111030806445,0,440,42
221,42.61925399460769,0,450,42
222,42.63334376713408,0,460,42
223,42.65849845626863,0,470,42
224,42.675535768682735,0,480,42
225,42.66272605669446,0,490,42
226,42.68480181982375,0,500,42
227,42.69525176769814,0,510,42
228,42.68925800817256,0,520,42
229,42.717247168738375,0,530,42
230,42.76476214186393,0,540,42
231,42.779849170779194,0,550,42
232,42.77515289294307,0,560,42
233,42.79612794767644,0,570,42
234,42.8146072559375,0,580,42
235,42.83215484259014,0,590,42
236,42.85516404789653,0,600,42
237,42.860581274284925,0,610,42
238,42.842061908830296,0,620,42
239,42.82945143355196,0,630,42
240,42.85945127999637,0,640,42
241,42.856111949713394,0,650,42
242,42.86428437201129,0,660,42
243,42.8944822584094,0,670,42
244,42.91191459916634,0,680,42
245,42.909477565222886,0,690,42
246,42.905953357557394,0,700,42
247,42.935604023282984,0,710,42
248,42.935722167607494,0,720,42
249,42.95982770077829,0,730,42
250,42.96853291910754,0,740,42
251,43.008066001938076,0,750,42
252,43.020335397119965,0,760,42
253,43.03149733763492,0,770,42
254,43.02581481297392,0,780,42
255,43.05326694897011,0,790,42
256,43.09748238417407,0,800,42
257,43.09458464903396,0,810,42
258,43.100735614857555,0,820,42
259,43.120577599203195,0,830,42
260,43.1311515445097,0,840,42
261,43.11648337161501,0,850,42
262,43.11671324210687,0,860,42
263,43.10859381798449,0,870,42
264,43.11596857480306,0,880,42
265,43.120708012704306,0,890,42
266,43.11687270725629,0,900,42
267,43.15661496731277,0,910,42
268,43.16492407127887,0,920,42
269,43.15271067630428,0,930,42
270,43.17261395119614,0,940,42
271,43.204508231156495,0,950,42
272,43.22822560152098,0,960,42
273,43.26266096579798,0,970,42
274,43.297714361115446,0,980,42
275,43.29819831993295,0,990,42
276,43.29457584706299,0,1000,42
277,43.34024098613959,0,1010,42
278,43.34961105535856,0,1020,42
279,43.327677582445084,0,1030,42
280,43.30895950279757,0,1040,42
281,43.300948402458545,0,1050,42
282,43.32158866377008,0,1060,42
283,43.3472071031141,0,1070,42
284,43.34424396204078,0,1080,42
285,43.31943270583841,0,1090,42
286,43.33079164768965,0,1100,42
287,43.354541385813185,0,1110,42
288,43.36363844489684,0,1120,42
289,43.363358577995484,0,1130,42
290,43.37794186573682,0,1140,42
291,43.38678042770327,0,1150,42
292,43.39891186769489,0,1160,42
293,43.39303302550366,0,1170,42
294,43.4184036569021,0,1180,42
295,43.43101822419826,0,1190,42
296,43.405450214046176,0,1200,42
297,43.4242760592283,0,1210,42
298,43.434192701009,0,1220,42
299,43.44944022154062,0,1230,42
300,43.452303917662135,0,1240,42
301,43.44129706805382,0,1250,42
302,43.45481278986382,0,1260,42
303,43.43735015010592,0,1270,42
304,43.45370919994084,0,1280,42
305,43.47519191648163,0,1290,42
306,43.46354540829351,0,1300,42
307,43.49032824405057,0,1310,42
308,43.498297814487685,0,1320,42
309,43.49938525223669,0,1330,42
310,45.04659018525886,1,1330,43
311,45.06224586792585,1,1320,43
312,45.078817491395036,1,1310,43
313,45.17648375631401,1,1300,43
314,45.17541685803505,1,1290,43
315,45.15151447991378,1,1280,43
316,46.6487214428822,1,1270,44
317,46.64449916135863,1,1260,44
318,46.68813123206106,1,1250,44
319,46.704144651154806,1,1240,44
320,46.71279960056436,1,1230,44
321,46.7376905869587,1,1220,44
322,46.77231421792148,1,1210,44
323,46.79729113121343,1,1200,44
324,46.818200654082986,1,1190,44
325,48.204064531317094,1,1180,45
326,48.2478477707139,1,1170,45
327,48.27998656496066,1,1160,45
328,48.288848929872536,1,1150,45
329,48.325660062858255,1,1140,45
330,48.327877761097305,1,1130,45
331,48.366511649500154,1,1120,45
332,48.43589965752906,1,1110,45
333,48.445284304078235,1,1100,45
334,48.49518454718301,1,1090,45
335,48.529549093719055,1,1080,45
336,48.57441215212548,1,1070,45
337,48.573806028766825,1,1060,45
338,48.59253020657646,1,1050,45
339,48.63592172429923,1,1040,45
340,48.70300753273909,1,1030,45
341,48.73911102702747,1,1020,45
342,48.741654285411975,1,1010,45
343,48.773264130400676,1,1000,45
344,48.775447788746206,1,990,45
345,48.81524079944967,1,980,45
346,48.82189637771305,1,970,45
347,48.83363457957179,1,960,45
348,48.87087289149786,1,950,45
349,48.83793582570031,1,940,45
350,48.84177092527243,1,930,45
351,48.85801217420776,1,920,45
352,48.897304195551065,1,910,45
353,48.89644516320398,1,900,45
354,48.925729689380226,1,890,45
355,48.926590982241805,1,880,45
356,48.94725043481929,1,870,45
357,48.964591484801325,1,860,45
358,48.98493871824399,1,850,45
359,49.014383699765396,1,840,45
360,49.03361991773484,1,830,45
361,49.06602065583598,1,820,45
362,49.097912726827445,1,810,45
363,49.10027773283674,1,800,45
364,49.122318584057794,1,790,45
365,49.1367784437712,1,780,45
366,49.15528151115007,1,770,45
367,49.18286210501765,1,760,45
368,49.17799018620464,1,750,45
369,49.184490106766624,1,740,45
370,49.21232722522777,1,730,45
371,49.25649180299367,1,720,45
372,49.23284767623268,1,710,45
373,49.30345337921591,1,700,45
374,49.347455182715365,1,690,45
375,49.342161484006496,1,680,45
376,49.34918862795614,1,670,45
377,49.35157381923462,1,660,45
378,49.36268204280361,1,650,45
379,49.37055915623598,1,640,45
380,49.39628763394132,1,630,45
381,49.392408438249525,1,620,45
382,49.39041047924166,1,610,45
383,49.389982104343154,1,600,45
384,49.41228710874764,1,590,45
385,49.42553388982562,1,580,45
386,49.45880440062094,1,570,45
387,49.46843194695691,1,560,45
388,49.49659711963195,1,550,45
389,49.511621809339815,1,540,45
390,49.52588135151012,1,530,45
391,49.51033943616632,1,520,45
392,49.50998361709913,1,510,45
393,49.525209835751376,1,500,45
394,49.55693010080149,1,490,45
395,49.570418902888534,1,480,45
396,49.58464021167892,1,470,45
397,49.584630814418475,1,460,45
398,49.61998184514334,1,450,45
399,49.64811239978172,1,440,45
400,49.63043930571693,1,430,45
401,49.65721485885804,1,420,45
402,49.67736403700529,1,410,45
403,49.68805797303282,1,400,45
404,49.71097047305633,1,390,45
405,49.726829715560186,1,380,45
406,49.74532175459713,1,370,45
407,49.75317757389828,1,360,45
408,49.78491894698718,1,350,45
409,49.778553422813125,1,340,45
410,49.805518854515206,1,330,45
411,49.79698104444689,1,320,45
412,49.79623039855614,1,310,45
413,49.82080185297823,1,300,45
414,49.857995732792595,1,290,45
415,49.89600916083864,1,280,45
416,49.900931250680074,1,270,45
417,49.90366084296563,1,260,45
418,49.891870453850956,1,250,45
419,49.91425456622681,1,240,45
420,49.92654351601228,1,230,45
421,49.92068528834763,1,220,45
422,47.95905634937963,1,210,44
423,45.87227125020326,1,200,43
424,43.87563441494056,0,200,42
425,43.885743482532796,0,210,42
426,43.88003225849273,0,220,42
427,43.889843027090166,0,230,42
428,43.85482689829786,0,240,42
429,43.87141289326215,0,250,42
430,43.84906740128152,0,260,42
431,43.83086560284001,0,270,42
432,43.78828836939958,0,280,42
433,43.766365660475905,0,290,42
434,43.79308278029252,0,300,42
435,43.81664723298491,0,310,42
436,43.842519068263755,0,320,42
437,43.84476891516997,0,330,42
438,43.852178208753244,0,340,42
439,43.87762605368257,0,350,42
440,43.913012553210976,0,360,42
441,43.92580424715356,0,370,42
442,43.9461471641224,0,380,42
443,43.944922186136,0,390,42
444,43.96324974224345,0,400,42
445,43.966182886986154,0,410,42
446,43.98434326797144,0,420,42
447,43.98300490256946,0,430,42
448,44.02647721451561,0,440,42
449,44.02127959881743,0,450,42
450,44.038331912638746,0,460,42
451,44.04955506746508,0,470,42
452,44.060894039029776,0,480,42
453,44.08104942558828,0,490,42
454,44.07719929119811,0,500,42
455,44.093493227166185,0,510,42
456,44.10630900948525,0,520,42
457,44.15289462707913,0,530,42
458,44.15943042208686,0,540,42
459,44.129030767315356,0,550,42
460,44.12998651071889,0,560,42
461,44.096145554589334,0,570,42
462,44.073394346191066,0,580,42
463,44.081685923293776,0,590,42
464,44.098679799774544,0,600,42
465,44.10927674002368,0,610,42
466,44.1416669196731,0,620,42
467,44.13890894748325,0,630,42
468,44.16507154971038,0,640,42
469,44.19567663916474,0,650,42
470,44.19581487797495,0,660,42
471,44.152519309268655,0,670,42
472,44.16550533348624,0,680,42
473,44.16895130602427,0,690,42
474,44.15555923328623,0,700,42
475,44.126363364071416,0,710,42
476,44.15355996180271,0,720,42
477,44.15454151436816,0,730,42
478,44.16972698383947,0,740,42
479,44.162060538343894,0,750,42
480,44.17468197761535,0,760,42
481,44.15466213956725,0,770,42
482,44.13406270532256,0,780,42
483,44.15418494725783,0,790,42
484,44.15598194889509,0,800,42
485,44.15392247648,0,810,42
486,44.148322737308405,0,820,42
487,44.15755737978118,0,830,42
488,44.16298144096166,0,840,42
489,44.15344469485359,0,850,42
490,44.15414798048605,0,860,42
491,44.17182490061799,0,870,42
492,44.16970202206356,0,880,42
493,44.17473698006948,0,890,42
494,44.18430491189114,0,900,42
495,44.18958305934322,0,910,42
496,44.20960017962272,0,920,42
497,44.24043076090926,0,930,42
498,44.264325552466154,0,940,42
499,44.2607369188298,0,950,42
500,44.23606440732083,0,960,42
501,44.25473354180448,0,970,42
502,44.24075942112886,0,980,42
503,44.24388892243996,0,990,42
504,44.301102870898305,0,1000,42
505,44.31734404575534,0,1010,42
506,44.33179118792541,0,1020,42
507,44.34209688134361,0,1030,42
508,44.34820879519348,0,1040,42
509,44.3465747973246,0,1050,42
510,44.323408640697146,0,1060,42
511,44.332904827369525,0,1070,42
512,44.31587233855777,0,1080,42
513,44.300874510437886,0,1090,42
514,44.29922990541603,0,1100,42
515,44.30489422135038,0,1110,42
516,44.3033166997338,0,1120,42
517,44.293001191704874,0,1130,42
518,44.28453412163642,0,1140,42
519,44.272098176173564,0,1150,42
520,44.29240348409315,0,1160,42
521,44.269717786964165,0,1170,42
522,45.91943069093207,1,1170,43
523,45.89489014829986,1,1160,43
524,45.85085196652062,1,1150,43
525,45.844866973862615,1,1140,43
526,45.80847340953798,1,1130,43
527,45.8140488830898,1,1120,43
528,47.39504442494677,1,1110,44
529,47.4215040461579,1,1100,44
530,47.45053136841868,1,1090,44
531,47.47595336396866,1,1080,44
532,47.4992892946907,1,1070,44
533,47.507720100558295,1,1060,44
534,47.555736648844196,1,1050,44
535,47.559199962080136,1,1040,44
536,47.54223551297111,1,1030,44
537,47.530652726585004,1,1020,44
538,47.58600170190287,1,1010,44
539,47.596761865905435,1,1000,44
540,47.62343832197412,1,990,44
541,47.62879179218879,1,980,44
542,47.648681550690746,1,970,44
543,47.67018303808291,1,960,44
544,47.66569855639805,1,950,44
545,48.959482739025894,1,940,45
546,48.9612726101855,1,930,45
547,48.96632538529302,1,920,45
548,49.00284944849522,1,910,45
549,49.01948824669055,1,900,45
550,49.05526517342116,1,890,45
551,49.05821899123003,1,880,45
552,49.06798650322993,1,870,45
553,49.0832254309524,1,860,45
554,49.085875536672944,1,850,45
555,49.094563224096426,1,840,45
556,49.101813795010216,1,830,45
557,49.09111527148567,1,820,45
558,49.10675274809128,1,810,45
559,49.099121295141934,1,800,45
560,49.102238577496415,1,790,45
561,49.12638919358408,1,780,45
562,49.144986387440284,1,770,45
563,49.15938124350764,1,760,45
564,49.17678015464574,1,750,45
565,49.24420810632263,1,740,45
566,49.28354618266085,1,730,45
567,49.31875424534691,1,720,45
568,49.30348755483447,1,710,45
569,49.31617211468181,1,700,45
570,49.33961133371461,1,690,45
571,49.330684411477314,1,680,45
572,49.340160568704775,1,670,45
573,49.36182022609335,1,660,45
574,49.34757517726723,1,650,45
575,49.3697700146813,1,640,45
576,49.376334481097565,1,630,45
577,49.360181913022316,1,620,45
578,49.36106198411231,1,610,45
579,49.36978317430635,1,600,45
580,49.412733408017644,1,590,45
581,49.46925038067541,1,580,45
582,49.49197955711747,1,570,45
583,49.50089312723615,1,560,45
584,49.49145329098895,1,550,45
585,49.504474156355144,1,540,45
586,49.53983362411566,1,530,45
587,50.93705021535353,1,520,46
588,50.96504800266865,1,510,46
589,50.99809798792154,1,500,46
590,51.020618788883716,1,490,46
591,51.02467547389181,1,480,46
592,51.04932016813187,1,470,46
593,51.076871965156826,1,460,46
594,51.07850426140979,1,450,46
595,51.09233022335867,1,440,46
596,51.12428247074745,1,430,46
597,51.14286780955104,1,420,46
598,51.165833350202924,1,410,46
599,51.19763046908991,1,400,46
600,51.16110361863971,1,390,46
601,51.17254637130284,1,380,46
602,51.21107348970359,1,370,46
603,51.23217640129877,1,360,46
604,51.2646681399037,1,350,46
605,51.26677781188783,1,340,46
606,51.27685117226049,1,330,46
607,51.30355713758271,1,320,46
608,51.37046596900482,1,310,46
609,51.381022365470244,1,300,46
610,51.40040397065418,1,290,46
611,51.43171030123712,1,280,46
612,51.44200808227272,1,270,46
613,51.447866919297795,1,260,46
614,51.4645624179609,1,250,46
615,51.47773094919562,1,240,46
616,51.52185525075653,1,230,46
617,51.539307112779014,1,220,46
618,47.920045424894795,1,210,44
619,45.83472414044584,1,200,43
620,44.09803644267705,0,200,42
621,44.11458683742355,0,210,42
622,44.10991704974972,0,220,42
623,44.07676328841999,0,230,42
624,44.099512481843824,0,240,42
