time_period,total_load,cell_barring,cell_radius,pes_num
0,54.09362541545994,1,90,45
1,54.18430412266977,1,80,45
2,55.48072210499458,1,70,46
3,51.95364711211357,1,60,43
4,44.76230076645647,0,60,37
5,52.10008258795465,1,60,43
6,47.33385659788808,1,50,39
7,31.613249614314164,0,50,26
8,45.01756410319149,1,50,37
9,34.1143536312669,0,50,28
10,37.815880986238554,0,60,31
11,39.07520407516197,0,70,32
12,42.745861753335824,0,80,35
13,42.793494246821155,0,90,35
14,42.844146078300156,0,100,35
15,42.88475826779563,0,110,35
16,42.93576046533026,0,120,35
17,42.98596159780386,0,130,35
18,43.03162189289294,0,140,35
19,43.07047949539019,0,150,35
20,43.128092578742425,0,160,35
21,43.18598913842662,0,170,35
22,43.24512136982623,0,180,35
23,43.2952622274062,0,190,35
24,43.389795632014554,0,200,35
25,43.48215742523544,0,210,35
26,43.563521519984114,0,220,35
27,43.642917404340835,0,230,35
28,43.69717815620572,0,240,35
29,43.730838418642904,0,250,35
30,43.7799071847238,0,260,35
31,43.81767154781496,0,270,35
32,43.87289401719581,0,280,35
33,43.92578323895726,0,290,35
34,43.973890154745554,0,300,35
35,44.03066689846354,0,310,35
36,44.07422820256617,0,320,35
37,44.11166187242709,0,330,35
38,44.160548231584045,0,340,35
39,44.19538598583508,0,350,35
40,44.2422467356682,0,360,35
41,44.295375060146775,0,370,35
42,44.32817463754029,0,380,35
43,44.36399400922176,0,390,35
44,44.414524010357894,0,400,35
45,44.460944461298105,0,410,35
46,44.50904570501911,0,420,35
47,44.54707910770377,0,430,35
48,44.59076501196326,0,440,35
49,44.62065822287773,0,450,35
50,44.662754493600964,0,460,35
51,44.688882806572096,0,470,35
52,44.730448205350775,0,480,35
53,44.77495567048023,0,490,35
54,44.810880768029655,0,500,35
55,44.82730402382139,0,510,35
56,44.86695572873813,0,520,35
57,44.90417438483256,0,530,35
58,44.940889830567784,0,540,35
59,44.96883188926431,0,550,35
60,44.994816261083194,0,560,35
61,45.0358626970444,1,560,35
62,45.05655515558612,1,550,35
63,45.0709328340436,1,540,35
64,45.085472280653725,1,530,35
65,45.1242265418862,1,520,35
66,45.171200972677546,1,510,35
67,45.1817796824336,1,500,35
68,45.20989743558841,1,490,35
69,45.22821356750967,1,480,35
70,45.256730420645326,1,470,35
71,45.26592326054769,1,460,35
72,45.28259740754291,1,450,35
73,45.28705405455451,1,440,35
74,45.297178159124435,1,430,35
75,45.31445224080903,1,420,35
76,45.33572373989097,1,410,35
77,45.35031893080844,1,400,35
78,45.35631346859942,1,390,35
79,45.3722151638087,1,380,35
80,45.42102463914399,1,370,35
81,45.46159936244385,1,360,35
82,45.486705296029086,1,350,35
83,45.50826155016752,1,340,35
84,45.5356340355872,1,330,35
85,45.55018707102721,1,320,35
86,45.571620787083624,1,310,35
87,45.61017116056549,1,300,35
88,45.63139562927303,1,290,35
89,45.63397804790382,1,280,35
90,45.64554677331595,1,270,35
91,45.65430159828277,1,260,35
92,45.67165148036128,1,250,35
93,45.67845517905865,1,240,35
94,45.682033160794155,1,230,35
95,45.69124605681245,1,220,35
96,45.69886626259551,1,210,35
97,45.71848605504779,1,200,35
98,45.73059873975141,1,190,35
99,45.732998377361575,1,180,35
100,45.750035305839795,1,170,35
101,45.769053567489614,1,160,35
102,45.77186438438427,1,150,35
103,45.77714557633385,1,140,35
