time_period,total_load,cell_barring,cell_radius
0,44.891161704532834,1,100
1,44.76342883870596,1,100
2,44.64746731829297,1,100
3,44.497833505647165,1,100
4,44.405644649796066,1,100
5,44.32263227140477,1,100
6,44.23935431171859,1,100
7,44.09246235015187,1,100
8,43.90651744101913,1,100
9,43.803958775619435,1,100
10,43.77432197832847,1,100
11,43.67226722662188,1,100
12,43.53148498440567,1,100
13,43.493061854754515,1,100
14,43.39902741795666,1,100
15,43.26009441328434,1,100
16,43.13205161247171,1,100
17,43.061880760102,1,100
18,42.93080232040491,1,100
19,42.845238870677726,1,100
20,42.708694166449604,1,100
21,42.576969453407344,1,100
22,42.49459917776538,1,100
23,42.42618525030015,1,100
24,42.34842688291492,1,100
25,42.178272901814125,1,100
26,42.068276520577285,1,100
27,41.91603989746116,1,100
28,41.82435223510453,1,100
29,41.783246406289464,1,100
30,41.70447427894947,1,100
31,41.57813807607211,1,100
32,41.51940277864044,1,100
33,41.40034722261059,1,100
34,41.27262487848757,1,100
35,41.17419809831611,1,100
36,41.03273942317774,1,100
37,40.981372036096474,1,100
38,40.88589079801423,1,100
39,40.79454961299329,1,100
40,40.82875410783327,1,100
41,40.736821642852476,1,100
42,40.55540278425355,1,100
43,40.51862523102285,1,100
44,40.39153660986333,1,100
45,40.28827507827136,1,100
46,40.22626293665087,1,100
47,40.1421605982654,1,100
48,40.073955429154154,1,100
49,39.986513244129384,0,100
50,39.87758854892492,0,100
51,39.842150168448384,0,100
52,39.74694118754778,0,100
53,39.616289077814876,0,100
54,39.57844439865065,0,100
55,39.56249378752638,0,100
56,39.422687522748255,0,100
57,39.37923336099937,0,100
58,39.32085524547643,0,100
59,39.25708340909177,0,100
60,39.19481417346203,0,100
61,39.12022893854798,0,100
62,39.029258491386756,0,100
63,38.974126520873845,0,100
64,38.947303866549184,0,100
65,38.84470714331834,0,100
66,38.77246703780508,0,100
67,38.75619191053679,0,100
68,38.699151173564786,0,100
69,38.703742502489945,0,100
70,38.62432601839164,0,100
71,38.554691273595274,0,100
72,38.53665156265325,0,100
73,38.45281958895587,0,100
74,38.47672365720173,0,100
75,38.41012235313896,0,100
76,38.425506499258425,0,100
77,38.35661251997796,0,100
78,38.33294553398246,0,100
79,38.27624626838539,0,100
80,38.19834974523146,0,100
81,38.1583850943213,0,100
82,38.12145561750984,0,100
83,38.097101520601605,0,100
84,38.0214376154068,0,100
85,38.03584492427601,0,100
86,37.90392365419032,0,100
87,37.769178511250516,0,100
88,37.72106996411822,0,100
89,37.69010776147981,0,100
90,37.61294494091538,0,100
91,37.62234152347322,0,100
92,37.642373866065476,0,100
93,37.59780667035013,0,100
94,37.545281439224055,0,100
95,37.472711243819965,0,100
96,37.446271392566196,0,100
97,37.411535955797646,0,100
98,37.39844514663661,0,100
99,37.36974607986833,0,100
100,37.34147435461517,0,100
101,37.32798492407481,0,100
102,37.318744457824295,0,100
103,37.343741201030426,0,100
104,37.31615625998064,0,100
105,37.296387046101266,0,100
106,37.26618283028735,0,100
107,37.224992665151525,0,100
108,37.21137326454677,0,100
109,37.1722794159521,0,100
110,37.16824122445801,0,100
111,37.127575835499485,0,100
112,37.03376562193185,0,100
113,36.973930618460024,0,100
114,36.97419842181258,0,100
115,36.936980949008586,0,100
116,36.96291503898863,0,100
117,36.99566755709185,0,100
118,36.99748369025864,0,100
119,36.98604506732751,0,100
120,36.89500912496723,0,100
121,36.94809437150547,0,100
122,36.827092419742,0,100
123,36.759940926574295,0,100
124,36.78536626028675,0,100
125,36.74620000735831,0,100
126,36.70661940530228,0,100
127,36.70647664863628,0,100
128,36.74249013363631,0,100
129,36.7035441117285,0,100
130,36.69248339968839,0,100
131,36.6833072550093,0,100
132,36.62730867022604,0,100
133,36.66414817440186,0,100
134,36.60460152273821,0,100
135,36.62271380445198,0,100
136,36.627344503450196,0,100
137,36.63834840688727,0,100
138,36.64530400202542,0,100
139,36.60219412019819,0,100
140,36.58391572320023,0,100
141,36.53503659813463,0,100
142,36.529566235527895,0,100
143,36.43686788394288,0,100
144,36.35616177426546,0,100
145,36.28608887573823,0,100
146,36.29872992605234,0,100
147,36.34035933245346,0,100
148,36.306438480757734,0,100
149,36.33713921112552,0,100
150,36.264741208498386,0,100
151,36.289917215298345,0,100
152,36.15602994736046,0,100
153,36.177285824799206,0,100
154,36.26155239255345,0,100
155,36.29214363558258,0,100
156,36.27453113040381,0,100
157,36.214744686426755,0,100
158,36.09923689974009,0,100
159,35.98133265486632,0,100
160,35.902238521325884,0,100
161,35.85917398526371,0,100
162,35.85339878674845,0,100
163,35.79787763026852,0,100
164,35.77630912927848,0,100
165,35.74811430118658,0,100
166,35.69606403502592,0,100
167,35.668015229418046,0,100
168,35.641454428234056,0,100
169,35.610334859798705,0,100
170,35.60476811660351,0,100
171,35.59379007549399,0,100
172,35.518993664792504,0,100
173,35.49427942707063,0,100
174,35.49997762612301,0,100
175,35.47897121616433,0,100
176,35.401081992302984,0,100
177,35.36687343620689,0,100
178,35.381212713135035,0,100
179,35.38891882031523,0,100
180,35.31803899580053,0,100
181,35.29099487173858,0,100
182,35.26164640941987,0,100
183,35.15911434296468,0,100
184,35.14772759439256,0,100
185,35.082984201328856,0,100
186,35.109813041180985,0,100
187,35.10379074418343,0,100
188,35.132159473031,0,100
189,35.131251409032146,0,100
190,35.089669264789606,0,100
191,35.08409643226896,0,100
192,35.06271142421153,0,100
193,35.04602361840055,0,100
194,35.00620704193383,0,100
195,35.00036777819118,0,100
196,35.02862973145612,0,100
197,35.03265654513961,0,100
198,35.02438987127575,0,100
199,34.971806685205465,0,100
200,34.97370005257362,0,100
201,34.942465746119424,0,100
202,34.90873787409118,0,100
203,34.912873419981445,0,100
204,34.88930977837815,0,100
205,34.91222610128832,0,100
206,34.846778853850736,0,100
207,34.77805284448381,0,100
208,34.71316880142385,0,100
209,34.659931480436995,0,100
210,34.6838967588518,0,100
211,34.703565777182405,0,100
212,34.693717760770625,0,100
213,34.653142767092696,0,100
214,34.65202802883055,0,100
215,34.63886458086529,0,100
216,34.58533864180877,0,100
217,34.61994162682834,0,100
218,34.5754617041331,0,100
219,34.522541816404484,0,100
220,34.51622278822167,0,100
221,34.510344966787905,0,100
222,34.48774072606,0,100
223,34.48633250082675,0,100
224,34.488399616988396,0,100
225,34.434038058757864,0,100
226,34.42767218018692,0,100
227,34.48450252090132,0,100
228,34.455275462700634,0,100
229,34.43934497930425,0,100
230,34.39643571743416,0,100
231,34.41256394184781,0,100
232,34.498537152704515,0,100
233,34.46653983903282,0,100
234,34.41714679650236,0,100
235,34.406769859184365,0,100
236,34.44641514712154,0,100
237,34.3799636493096,0,100
238,34.38072834528947,0,100
239,34.42175371029032,0,100
240,34.34879528023637,0,100
241,34.27749805491163,0,100
242,34.19455033923309,0,100
243,34.092907361924226,0,100
244,34.105581686749666,0,100
245,34.116022457216296,0,100
246,34.13796214322636,0,100
247,34.05514277089357,0,100
248,34.01758375262742,0,100
249,34.04137684952561,0,100
250,34.0377840989114,0,100
251,34.028104772262,0,100
252,34.0713990387903,0,100
253,34.052366793336034,0,100
254,34.07569959813136,0,100
255,34.07458246023367,0,100
256,34.025730609888825,0,100
