time_period,cell_id,pe_id,load
0,1,45,1.20228363832523
0,1,46,1.202441313118175
0,1,47,1.2007773282485343
0,1,48,1.202380009148874
0,1,49,1.202267924060109
0,1,50,1.2010713333205474
0,1,51,1.20258994369527
0,1,52,1.2022647146555705
0,1,53,1.2014367839524234
0,1,54,1.202245970053431
0,1,55,1.1996246308053269
0,1,56,1.201971737566174
0,1,57,1.2026573798771918
0,1,58,1.202068543498132
0,1,59,1.20324115657255
0,1,60,1.2027309062240683
0,1,61,1.202985093122261
0,1,62,1.2022083496520797
0,1,63,1.202317829717207
0,1,64,1.2014443694915906
0,1,65,1.2026955322923385
0,1,66,1.2035023458709078
0,1,67,1.2022383709159516
0,1,68,1.201979409690725
0,1,69,1.2009191649543147
0,1,70,1.202335203328339
0,1,71,1.202937374801262
0,1,72,1.201225702698992
0,1,73,1.2030409455511935
0,1,74,1.202289918078292
0,1,75,1.202880109035351
0,1,76,1.202316961685231
0,1,77,1.2032699780092417
0,1,78,1.2020687486139974
0,1,79,1.2021942312677494
0,1,80,1.2007800243560238
0,1,81,1.20084035190689
0,1,82,1.2019148286524106
0,1,83,1.202060931806693
0,1,84,1.201138573152744
0,1,85,1.2020145250597107
0,1,86,1.2034909682325758
0,1,87,1.2006512783345875
0,1,88,1.2014660682948983
0,1,89,1.2019295847880953
1,1,45,1.2053541502381082
1,1,46,1.20520334602417
1,1,47,1.2036649058445352
1,1,48,1.2045583856110826
1,1,49,1.204094093528478
1,1,50,1.2028294722968527
1,1,51,1.202829980169461
1,1,52,1.2042110886415691
1,1,53,1.2049467068919804
1,1,54,1.206159893897199
1,1,55,1.2006173488530485
1,1,56,1.2036849526192603
1,1,57,1.2036606151842912
1,1,58,1.2039114102692476
1,1,59,1.2054516743802026
1,1,60,1.2067002298576894
1,1,61,1.2074492678118194
1,1,62,1.2035654433484844
1,1,63,1.2044850412104486
1,1,64,1.2039057941726574
1,1,65,1.2046711638235619
1,1,66,1.2077144634763592
1,1,67,1.2038077780439247
1,1,68,1.2048184591457005
1,1,69,1.2003880208373074
1,1,70,1.2058234407715507
1,1,71,1.2061453459132303
1,1,72,1.2032842740057572
1,1,73,1.2062476587519422
1,1,74,1.2051407343189386
1,1,75,1.204337048632849
1,1,76,1.2044740034879442
1,1,77,1.205126230187591
1,1,78,1.2026002226754606
1,1,79,1.2048723610560927
1,1,80,1.2037856974663195
1,1,81,1.2029763727827139
1,1,82,1.2058611391046274
1,1,83,1.2059203927092836
1,1,84,1.2025656424586173
1,1,85,1.2033236036209327
1,1,86,1.2052880953913305
1,1,87,1.2035412026565984
1,1,88,1.2035683715498735
1,1,89,1.2046025546857286
2,1,45,1.2079882311570431
2,1,46,1.2090966942664165
